,time,CHP-86FI1260.PV,CHP-88.FI2050.pv,CHP-MKA10CE010.PV,Meteo.Ta.pv
0,2020-01-01,7176.078698341796,71759.14051209945,23.204498014266616,0.3538638464783616
1,2020-01-02,7308.115797904485,70680.87990211013,23.55290352562274,-1.748678251199535
2,2020-01-03,7107.44711959048,69507.87622358848,22.764059621199607,2.1183853877640786
3,2020-01-04,6998.689295535094,68048.67225388442,22.368680677948056,3.9381024158633084
4,2020-01-05,7090.770825470005,69386.23421317816,22.808915533520235,0.5356244782298271
5,2020-01-06,7446.9804982370315,72960.45004065316,24.25890358763298,-3.612943605626555
6,2020-01-07,7269.845138061048,70843.5695773905,23.391544324412862,-2.0732722983607874
7,2020-01-08,7159.637540979841,69763.94001446481,22.891886296691354,2.4385982012840643
8,2020-01-09,6972.09576663809,68998.69975233417,22.20271842000964,3.8279061119261515
9,2020-01-10,7110.868132139996,69891.8695456165,22.820258569948866,1.3252968423197715
10,2020-01-11,7219.061274183046,72193.51958814921,23.254150380915217,-1.7632907670543476
11,2020-01-12,7289.795924446599,70989.13092345555,23.408938736995736,-2.2989682870269
12,2020-01-13,6905.369307986085,69229.79900103727,21.83542594848121,3.229986703041925
13,2020-01-14,5048.681307320287,80424.51694131678,15.68567213625274,0.23421689033385906
14,2020-01-15,7104.338237383833,70480.8981724997,22.704489155518907,0.9906037099130135
15,2020-01-16,6919.453792001623,69131.49610023836,21.88313727969079,4.577519533564238
16,2020-01-17,6952.816237837468,70203.37621722455,21.964544563265868,4.291637788530113
17,2020-01-18,7039.671169292244,69986.84228522918,22.283056666194422,3.1075351446494603
18,2020-01-19,7055.892276467584,69446.61695260744,22.41119365374614,2.1306804587930666
19,2020-01-20,7064.698755167721,70758.39358815356,22.412744438444683,2.643164058141936
20,2020-01-21,7153.613167925879,71999.32620566522,22.714691898979545,0.9302593696275037
21,2020-01-22,6894.492529024928,71452.03562876525,21.75898985478124,4.045201870072909
22,2020-01-23,7114.400766110769,73094.56347413802,22.748232594851405,-0.18726016809325452
23,2020-01-24,7256.399047860612,72446.9796681797,23.292751279513112,-2.4051807440510276
24,2020-01-25,7016.998090335197,71414.0874612246,22.314756645953626,0.23701458258739033
25,2020-01-26,7071.166096492486,71977.7032933146,22.569799607757815,-0.9682822508539517
26,2020-01-27,7139.193104187039,71725.89423131903,22.812845169445648,-2.6422777216079347
27,2020-01-28,7000.151611767725,72628.98521504477,22.353481949005168,-7.539572952973352
28,2020-01-29,7116.372903916349,70353.29328265664,22.729034709197517,-4.170787006366405
29,2020-01-30,7090.921321416391,70002.87078294835,22.618232186685407,-1.0350452728158062
30,2020-01-31,7066.640604244618,70242.4506838013,22.500680415874207,-1.8377748184824019
31,2020-02-01,7135.734679685548,70106.07475431969,22.82971936474945,-2.5666537655738866
32,2020-02-02,7092.984184973916,69337.90075591626,22.73442744164109,-4.905942155660671
33,2020-02-03,6905.7086692863995,69871.71470067403,21.894632381956537,1.6019618847765074
34,2020-02-04,7078.328234748036,72105.11858773149,22.699847538761603,-1.3143744764416503
35,2020-02-05,7121.328227482449,73804.18570204567,23.03457283582315,-6.305598495707904
36,2020-02-06,7165.079240132955,72062.60965795374,22.99735642492197,-5.786353271237903
37,2020-02-07,7111.374625917919,74306.70603408759,22.84932641588034,-5.334861924371348
38,2020-02-08,7375.457297462788,73883.97361112312,23.841515253578784,-7.197709981992216
39,2020-02-09,7301.996145039557,71916.97710488518,23.397087833498066,-3.265885532498877
40,2020-02-10,7065.001320545153,69190.96403226437,22.43974210962233,1.5914476438389535
41,2020-02-11,6854.776923697159,68231.34816978648,21.795026538608827,1.643697597782997
42,2020-02-12,6832.404768649214,68198.27439755293,21.620222765943048,2.5974878247102238
43,2020-02-13,6887.605406462466,69245.1915270664,21.83473250537617,0.9832656342533452
44,2020-02-14,6881.974469960315,69716.88364340813,21.79978337755931,0.5333495384159809
45,2020-02-15,7217.919080336429,72126.02686740531,23.10717773306732,-0.7503788642389974
46,2020-02-16,7200.460382441213,70180.4100283412,22.998023014136596,-0.583332810373628
47,2020-02-17,7028.661137549245,69366.57557145221,22.404575910637178,1.589988310803439
48,2020-02-18,6856.512222766429,68685.55027109447,21.6888575569208,3.8216439926316452
49,2020-02-19,6828.893100760736,68402.35382665014,21.56026436754205,4.697067187727465
50,2020-02-20,6919.873543427524,69956.78548643214,21.86244642766856,3.5320185613508026
51,2020-02-21,7244.766521428379,71962.81674791599,23.257229063216563,-0.826188345732561
52,2020-02-22,7038.580875198584,69455.55805426816,22.386205692138056,1.3895807125299309
53,2020-02-23,6923.7431424628485,68466.5866085957,21.978376126560487,2.231502437017502
54,2020-02-24,6859.365421316135,69602.68692825147,21.72015400816693,2.247575655862838
55,2020-02-25,6933.709646163052,72175.74105941343,22.09597484896528,0.6036942125173824
56,2020-02-26,7156.116905715844,72984.19202330605,22.959808628669002,-1.8017697078900534
57,2020-02-27,7440.05948027848,73587.45105096058,24.254010612294405,-4.7860194250294885
58,2020-02-28,7595.781050718714,71819.96718983815,24.789253845949307,-6.332376749430154
59,2020-02-29,7586.137232143664,72789.12213532702,24.70236543351172,-7.003469842192676
60,2020-03-01,7468.995651718653,72467.85898757192,24.192748540219217,-5.909323674226087
61,2020-03-02,6989.061401402444,69342.75829981196,22.227574138311613,-0.6619625748208333
62,2020-03-03,6988.0011956144335,69429.90890711897,22.181409518196162,2.447763834976527
63,2020-03-04,7064.773331755222,71063.04036612592,22.574910235041784,0.3301664482563353
64,2020-03-05,7176.475988011121,69557.4823424677,22.951756851542203,-0.47550304420217554
65,2020-03-06,7032.7000822759865,69646.15376431617,22.289567385052187,1.412874922811918
66,2020-03-07,7080.3528303981475,70398.53142221988,22.585398498753786,1.0663458996757644
67,2020-03-08,7133.376139101354,72321.38079523551,22.786324539472208,-0.43121304213170164
68,2020-03-09,7164.792930006103,71834.63956611438,22.897291799895633,1.551020239061834
69,2020-03-10,7129.977284373826,69825.52534382614,22.65919459966341,2.3173963082843048
70,2020-03-11,7035.838036019595,69700.39865676778,22.334080960290247,3.0912731649862804
71,2020-03-12,6924.122216996898,69096.28446811759,21.93986483426491,3.19224594854572
72,2020-03-13,6844.874401629621,70239.71602655428,21.6511560551591,1.9348693541260178
73,2020-03-14,6949.397217318726,72743.28429680507,22.115000038835845,0.34146452168715086
74,2020-03-15,7455.235002847673,73724.37853326253,24.101872519867143,-4.528638979087235
75,2020-03-16,7415.464188982266,71545.41746505462,23.865374989310503,-2.1304410574004233
76,2020-03-17,7113.170940678227,71276.47863699896,22.670237050847927,1.9512994732238824
77,2020-03-18,7299.884180973743,71250.1944162455,23.436002013294644,-0.15165105525002276
78,2020-03-19,7004.626938635141,69583.43262010788,22.178372924491505,3.7989308027390063
79,2020-03-20,6904.852058210418,72979.77177816516,21.81449878269558,1.73914831759032
80,2020-03-21,7422.087501004037,73033.46491484968,23.922051110008603,-1.2047375568700196
81,2020-03-22,7613.451999659663,74310.68897781188,24.63035754004809,-3.0944509910510662
82,2020-03-23,7649.164294248434,74079.51676895573,24.753714643984292,-2.70586655410769
83,2020-03-24,7473.057345413138,71051.03439617307,24.010872016122242,-0.8079394245994653
84,2020-03-25,7278.196949656237,70054.09898596593,23.18008095407243,1.9244841451063668
85,2020-03-26,7015.327468891387,69360.98532171654,22.14136599028695,4.892345185508855
86,2020-03-27,7022.335742926932,71123.01079181164,22.076033777595082,4.90766267677794
87,2020-03-28,7042.269159982496,71141.5414386959,22.21980718176178,4.531579150944348
88,2020-03-29,6938.387671422139,71564.09251112331,21.855754347428885,4.889391324354498
89,2020-03-30,7358.239184752025,73254.56863972521,23.64845860936939,-1.2091929558098193
90,2020-03-31,7511.352063182864,73300.09364425152,24.26455897172359,-2.755098976238225
